login,full_name,created_at,stargazers_count,watchers_count,language,has_projects,has_wiki,license_name
grahamegrieve,grahamegrieve/IpsApp,2023-11-16T19:28:41Z,0,0,Kotlin,True,True,Apache License 2.0
NiREvil,NiREvil/serverless-dns,2023-11-15T11:33:19Z,8,8,JavaScript,True,True,Mozilla Public License 2.0
NiREvil,NiREvil/cf-workers-dns-over-https,2023-11-15T11:15:52Z,7,7,JavaScript,True,True,MIT License
Mair,Mair/esp-chalk,2023-11-15T09:07:46Z,0,0,CMake,True,True,
sj26,sj26/bugsnag-ruby,2023-11-15T05:47:23Z,0,0,,True,False,MIT License
mohammadKarimi,mohammadKarimi/DDDBook,2023-11-14T16:05:10Z,136,136,,True,True,Creative Commons Zero v1.0 Universal
wolfeidau,wolfeidau/action-nx-code-coverage,2023-11-14T00:21:14Z,0,0,,True,True,MIT License
Falconerd,Falconerd/editor,2023-11-13T09:28:45Z,5,5,C,True,True,
TheCherno,TheCherno/ProjectTemplate,2023-11-13T04:24:02Z,414,414,Lua,True,False,The Unlicense
mblode,mblode/blue-noise-ts,2023-11-12T04:11:57Z,0,0,TypeScript,True,True,
ned2,ned2/duckpond,2023-11-11T02:47:28Z,2,2,,True,True,MIT License
tqwewe,tqwewe/cargo-component,2023-11-10T04:02:52Z,0,0,,True,False,Apache License 2.0
arttnba3,arttnba3/BlogPic,2023-11-09T09:30:56Z,0,0,,True,True,
tqwewe,tqwewe/cargo-component-issue,2023-11-09T06:40:58Z,0,0,Rust,True,True,
PaulBone,PaulBone/experimenter,2023-11-09T04:59:14Z,0,0,Python,True,False,Mozilla Public License 2.0
UnexpectedMaker,UnexpectedMaker/micropython-builder,2023-11-09T00:38:13Z,1,1,,True,True,MIT License
Adnan25z,Adnan25z/Adnan25z.github.io,2023-11-07T12:45:23Z,0,0,,True,True,
